date,p0,p1,p2
2012-11-30,0.42486372673938616,2.6400668852027504e-06,0.5751336331936967
2012-12-31,0.02643021090811301,4.801298780767363e-07,0.9735693089619158
2013-01-31,0.002206614308668379,2.477609537178525e-07,0.9977931379303827
2013-02-28,0.0011733848754148118,3.624372585523834e-07,0.9988262526874508
2013-03-31,0.0022698772006217362,1.2297091889513827e-07,0.9977299998286074
2013-04-30,0.0012270261525750821,3.0872624920749343e-09,0.9987729707599808
2013-05-31,4.837657403683918e-05,8.09713026308941e-09,0.9999516153289386
2013-06-30,1.578618532036371e-05,7.90837062733258e-09,0.9999842059061301
2013-07-31,1.9718377064583025e-06,4.708016534497428e-10,0.9999980276912889
2013-08-31,2.357349770443075e-06,2.0963061685379486e-09,0.9999976405538842
2013-09-30,4.089213620798078e-06,1.0073061812865651e-09,0.9999959097792247
2013-10-31,4.187462526000973e-06,2.7002487553377763e-11,0.9999958125105332
2013-11-30,3.9093965460468924e-07,4.72210264081789e-12,0.9999996090555978
2013-12-31,7.982470995309165e-08,4.773019073617367e-10,0.9999999196979875
2014-01-31,9.839603246734593e-06,2.5795846075862265e-09,0.9999901578173689
2014-02-28,6.397032923767984e-06,6.009866764280032e-10,0.999993602365977
2014-03-31,5.264784811775012e-06,3.366340934676802e-10,0.9999947348785464
2014-04-30,3.8165771426971965e-06,5.045507745735907e-09,0.9999961783774134
2014-05-31,0.00012871746166111278,2.5800481426853867e-07,0.9998710245334164
2014-06-30,0.0012328136287782093,1.1498986106122055e-05,0.998755687385092
2014-07-31,0.01240949739435052,0.0002099982857052329,0.9873805043197712
2014-08-31,0.11778224387943724,0.00017073649763306556,0.8820470196228589
2014-09-30,0.3638106918113608,0.00032237299177816537,0.6358669351969659
2014-10-31,0.827364331045957,9.782652243798016e-05,0.1725378424317041
2014-11-30,0.9964823255696719,5.845421282450383e-06,0.0035118290092255857
2014-12-31,0.9999982910104387,9.909721641394125e-07,7.180174861325299e-07
2015-01-31,0.9999997865588967,2.0884369325016582e-07,4.597599345222924e-09
2015-02-28,0.9999999800925254,1.9864635549090202e-08,4.2942787291359064e-11
2015-03-31,0.9999999453839351,5.243066395209837e-08,2.185357556554127e-09
2015-04-30,0.999988851073644,4.894102914193877e-07,1.0659516063647227e-05
2015-05-31,0.999998653326199,5.389214928662158e-07,8.077521479219997e-07
2015-06-30,0.9999903277989058,5.240859348000383e-06,4.431341561271625e-06
2015-07-31,0.9999994237529631,5.759072022564305e-07,3.3976602905083093e-10
2015-08-31,0.9999900444276941,8.82123186912243e-06,1.1343405172253718e-06
2015-09-30,0.9983026291328165,1.6224158595439837e-05,0.001681146708803502
2015-10-31,0.8905745671618278,3.941704889867931e-06,0.10942149113332801
2015-11-30,0.4394644964797052,4.134010171106683e-08,0.5605354621801025
2015-12-31,0.004002963285790877,9.417460763713063e-09,0.9959970272965227
2016-01-31,1.616835282769455e-05,3.001322588319995e-08,0.9999838016340167
2016-02-29,6.4990842806277e-05,1.611092741534417e-08,0.999934993046114
2016-03-31,6.0140029386515984e-05,2.7628550718555368e-09,0.9999398572077843
